48efcfc2382ae91c65a509bcb1323a88üSean Michael KernerüJedi, eWeek / InternetNews / eSecurity Planet
ea4ac13188b14e58618553a6373dfbb1üDavid Meder-MarouelliüSystems Architect, 1&1 Mail & Media Development & Technology GmbH
d79221835be8d0cbd8ff025bb0ffb2c6üDavid ZhuüSoftware Engineer, Google
d79221835be8d0cbd8ff025bb0ffb2c6üJan ŠafráneküSoftware Engineer, Red Hat
ee3228dfd1247d5d107a2e1734f09972üSai VennamüDeveloper Advocate, IBM
d2badd0bd8ae2ccb92f7ef34ba440c45üMarton EleküEngineer, Cloudera
d2badd0bd8ae2ccb92f7ef34ba440c45üAnu EngineerüPrincipal Software Engineer, Cloudera
a3f66d104d3279a294ff622f33a12d5düAshlynn PoliniüSr. Events Manager, Docker
ae900289e3dc84efbfe265bed5aad387üPing ZouüPrincipal Software Engineer, Intuit
ae900289e3dc84efbfe265bed5aad387üMinhan XiaüSoftware Engineer, Google
405f362a9c68b1f9728cb83c6d8710eeüDavid AronchicküProgram Manager, Microsoft
bc99d446c4e134d209dc9893faa39f7cüPhillip WittrocküSWE, Google
bc99d446c4e134d209dc9893faa39f7cüMaciej SzuliküSoftware Engineer, Red Hat
90a1c5bb0f68a1dade332cd32e5c83e8üJohn BelamaricüSenior Staff Software Engineer, Google
90a1c5bb0f68a1dade332cd32e5c83e8üYong TangüDirector of Engineering, MobileIron
c10902602e2aa394a3c3b18391f5571eüTan JiangüStaff Engineer, VMware
c10902602e2aa394a3c3b18391f5571eüSteven ZouüStaff Engineer, VMware
ba2c012090133ba8d2d98f503eab37f1üSanjeev RampalüPrincipal Engineer, Cisco
ba2c012090133ba8d2d98f503eab37f1üRyan BezdiceküSoftware Engineer, Cray Inc.
f594aa6d6d2ec479dac44c375b8be460üShyam JeediguntaüSoftware Engineer, Amazon
f594aa6d6d2ec479dac44c375b8be460üWojciech TyczynskiüStaff Software Engineer, Google
cbeb6b44a8fd9a25b95c190e5fac22b7üEmiliano BerenbaumüCTO, Scytale
cbeb6b44a8fd9a25b95c190e5fac22b7üScott EmmonsüPrincipal Engineer, Scytale
ed36bb83476fce99a92e93f29965efeaüDa MaüKubernetes Maintainer, SIG-Scheduling Co-Leader, Volcano leader, Huawei
ed36bb83476fce99a92e93f29965efeaüKevin WangüPrincipal Engineer, Huawei
9f91335a566584503916c32155c92613üSteven  DakeüIstio WG Lead, Independent
f8217db9ad043394ae6eb2a30ebfa91füGabriela SoriaüIntern, CNCF (Opentracing /Jaeger)
b5905d328bd27fd0e49635a45d2f2090üThomas GrafüCo-Founder & CTO, Isovalent
b8360ae33e941f349c7e91fa7a4bb56düMaya KaczorowskiüProduct Manager, Google
b8360ae33e941f349c7e91fa7a4bb56düAnn WallaceüSecurity Global Practice Lead, Google
5dfc344b79d5c33f5c52bddb95ce76bbüEden Pierre RozinüProduct Manager, AT&T
f623df7e6ceccbceaf78d871ad85f102üFlynnüPrincipal Software Engineer, Datawire
eec751246e1128655fc1dd4786596109üFabrice JammesüSenior cloud architect, LSST Corporation & French National Institute of Nuclear and Particle Physics (IN2P3)
92907f864dd4e608993dc082b2ffe8fcüPaul JonesüCloud Software Engineer, Dyson
e5b715f6e6ead0ab4a98502f6368e19eüZsolt HomorodiüSenior specialist, IT, VTT
f17e2a581236d2e7c838be9e7dbbf501üCheryl HungüDirector of Ecosystem, CNCF
f17e2a581236d2e7c838be9e7dbbf501üJeff BrewerüVice President, Chief Architect of the Small Business and Self Employed Group, Intuit
f17e2a581236d2e7c838be9e7dbbf501üBrad TopolüDistinguished Engineer, IBM
f17e2a581236d2e7c838be9e7dbbf501üKen OwensüVice President, Digital Native Architecture, Mastercard
5e808f4ffd742aef95e029f37ee82b60üJosh BerkusüCommunity Lead at Red Hat, Red Hat
5e808f4ffd742aef95e029f37ee82b60üŁukasz GryglickiüSenior Software Developer, Cloud Native Computing Foundation
42e8955173cac414599d1c537e819c65üIllya ChekryginüFounding Engineer, Upbound
f30d98c2a00e879d6658b1da5b177d65üYong TangüDirector of Engineering, MobileIron
f30d98c2a00e879d6658b1da5b177d65üYuan TangüSenior Software Engineer, Ant Financial
c280e30f44de379b77a3b0fd122c91b9üTerence LeeüPrincipal Languages Engineer, Heroku
c280e30f44de379b77a3b0fd122c91b9üStephen LevineüStaff Software Engineer, Pivotal
54444050f076c461e8654afdec6a9c9eüBryan BorehamüDirector Software Engineering, Weaveworks
54444050f076c461e8654afdec6a9c9eüTom WilkieüVP Product, Grafana Labs
cf5671daf3f1c26214ecb2a466eeeac9üLoc NguyenüStaff Engineer II, VMware
cf5671daf3f1c26214ecb2a466eeeac9üSidharth SuranaüStaff Engineer, VMware
bef04a89c51c8b4ec2144441d219a0feüBenjamin ElderüSoftware Engineer, Google
bef04a89c51c8b4ec2144441d219a0feüJames MunnellyüSolutions Engineer, Jetstack.io
b55473e7610719b7db4ed28eb64eb595üPurvi DesaiüSenior Software Engineering Manager, Google
b55473e7610719b7db4ed28eb64eb595üTim HockinüPrincipal Software Engineer, Google
55f72125e3c00cea847bb0fbf61dc1b8üDaniela MiaoüEngineering, LightStep
471758bf9287b654bb1ff1e1df14d2b4üAbhishek SangwanüProduct Engineer, MavenHive Technologies
471758bf9287b654bb1ff1e1df14d2b4üAkashdeep SinghüProduct Engineer, GO-JEK
fcfacf63753b9a0cf967534a12e4b5efüRob ScottüLead Site Reliability Engineer, ReactiveOps
d55c9383b963fe1fd1a3a0d9387295c7üXiaoyu ZhangüSoftware engineer, Alibaba
d55c9383b963fe1fd1a3a0d9387295c7üLei ZhangüStaff Engineer, Alibaba
e761364d879b109566b56bfc38ffb1e7üLEO LIANGüEngineering Manager, Cruise Automation
d8a6c2398b12a8c362bda8bd234d1456üMichelle AuüSoftware Engineer, Google
0174d2f9f347c3614a5c7199e56562d5üChris HogeüSenior Strategic Program Manager, OpenStack Foundation
0174d2f9f347c3614a5c7199e56562d5üAndrew Sy KimüOpen Source Engineer, VMware
0174d2f9f347c3614a5c7199e56562d5üJago MacleodüEngineering Director, Kubernetes, Google
b2326e4ff55e176c4092fc008968d294üWei GuoüSoftware Engineer, Ant Financial
b2326e4ff55e176c4092fc008968d294üZhen ZhangüSenior Engineer, Alibaba
06530f04c75c00ee51a0c9d206479e21üLaurent BernailleüStaff Engineer, Datadog
06530f04c75c00ee51a0c9d206479e21üRobert BollüCompute lead, Datadog
84a37c97006a709e88d52771099ce13düJames HaughwoutüHead of Infrastructure & Operations, Spotify
b1d7b7ea054a3a760b4f37cd05f003b3üVille AikasüSoftware Engineer, Google
b1d7b7ea054a3a760b4f37cd05f003b3üMatt MooreüSoftware Engineer, Google
76eb7418cc42fc305547af6687865592üKrzysztof AdamskiüData Infrastructure Architect, ING
76eb7418cc42fc305547af6687865592üRob KeevilüData Analytics Platform lead, ING
369a9edf58524539c4dfd125d44b7ab5üLubomir I. IvanovüOpen Source Engineer, VMware
369a9edf58524539c4dfd125d44b7ab5üFabrizio PandiniüSoftware Engineer, UniCredit
715768ab5620b5c56bd79d03254b561aüJin ZhangüSenior Software Engineer, Alibaba
715768ab5620b5c56bd79d03254b561aüHaibing ZhouüSoftware Engineer, eBay
742da6b7e349fc51a97ca17a9144caceüStephen AugustusüSr. Cloud Native Architect, VMware
742da6b7e349fc51a97ca17a9144caceüIhor DvoretskyiüDeveloper Advocate, Cloud Native Computing Foundation
9efd7d6fef1bd393c539ca1b0bb8d70eüWaldemar QuevedoüSoftware Engineer, Synadia Communications, Inc
bf1d178b4aef989e46eb9647dca1bfb5üLukas PuehringerüResearch Associate, NYU
bf1d178b4aef989e46eb9647dca1bfb5üJustin CapposüProfessor, New York University
abedb018534fc92adf8fc34f0a6cddb8üJustin Santa BarbaraüSoftware Engineer, Google
49ebc2b0cd85689b8a171d5a91b10f46üBlake BarnettüStaff Engineer, Postmates
49ebc2b0cd85689b8a171d5a91b10f46üPavithra RameshüSoftware Engineer, Google
4121cde5c071653f1de704253aa77e83üWarren FernandesüStaff Software Engineer, Pivotal Software, Inc.,
4121cde5c071653f1de704253aa77e83üJason KeeneüSoftware Engineer, Pivotal Software, Inc.,
0537c41b237e0ca201c8c8bfc10b50b4üSanjeev RampalüPrincipal Engineer, Cisco
0537c41b237e0ca201c8c8bfc10b50b4üRyan BezdiceküSoftware Engineer, Cray Inc.
0537c41b237e0ca201c8c8bfc10b50b4üErica von BuelowüSoftware Engineer, Red Hat
0537c41b237e0ca201c8c8bfc10b50b4üTasha DrewüProduct Manager, VMWare
4c3abe092f8e7177f07d981a20cfac1eüMike DaneseüSoftware Engineer, Google
fc8bf4b9e14b26fe589b494acedd04c0üIgor KhapovüHead of virtualisation development department, IBM
b6be08d63f0cf070dc6b87dc2a36677füDaniel BryantüProduct Architect, Datawire
b6be08d63f0cf070dc6b87dc2a36677füNic JacksonüSchedule or People, HashiCorp
eeddcb11105ea5b1e9044db64c4e02b1üSébastien HanüPrincipal Software Engineer, Storage Architect, Red Hat
eeddcb11105ea5b1e9044db64c4e02b1üFederico LucifrediüProduct Management Director, Red Hat
ec09b72d2bd5fa9da45ea6c2de7e652aüJanet KuoüSoftware Engineer, Google
43d55abb2f6d332d5498bf409dcecc7eüBryan LilesüSenior Staff Engineer, VMware
cf886518c526e6d5555cfd19530a07d5üLaura RehorstüProduct Owner - Stratus Platform, ABN AMRO Bank NV
cf886518c526e6d5555cfd19530a07d5üMike RyanüDevOps Consultant, backtothelab.io
cbef878aaef0d173ab078b9223db0fc7üFrederic BranczyküSoftware Engineer, Red Hat
cbef878aaef0d173ab078b9223db0fc7üTom WilkieüVP Product, Grafana Labs
7db191a01afb96b1dedce23317059ab8üBryan LilesüSenior Staff Engineer, VMware
7db191a01afb96b1dedce23317059ab8üJanet KuoüSoftware Engineer, Google
d01a5fee0c2b3beca8164d906377b05cüCornelia DavisüVice President, Technology, Pivotal
31aec0b9f14acda3e39b03d42e77e299üGreg DeArmentüHead of Infrastructure, Palantir Technologies
31aec0b9f14acda3e39b03d42e77e299üVlad UngureanuüTech Lead, Deployment Infrastructure, Palantir Technologies
32f3460e62f9ab93efaf867f150d5245üJames MunnellyüSolutions Engineer, Jetstack.io
32f3460e62f9ab93efaf867f150d5245üBenjamin ElderüSoftware Engineer, Google
4b3d7914cf9d9762e772957c8cbb3b7düParis PittmanüKubernetes OSS Strategy, Google
d10627ee347d505afb21ed38c1ea33ddüMadhukar KorupoluüDistinguished Engineer, NVIDIA
86375119b867f33ffc07073154f71953üJason DeTiberusüSenior Member of Technical Staff, VMWare
86375119b867f33ffc07073154f71953üHardik DodiyaüSoftware Developer, SAP, Gardener Team
30a529ffee3785c72805e2aff483cf77üLizan ZhouüFounding Engineer, Tetrate
97de876d91963de8c25bf9161f743c2cüFrederic BranczyküSoftware Engineer, Red Hat
97de876d91963de8c25bf9161f743c2cüAndrew SeignerüSoftware Engineer, Buoyant
ba7d3cdfa64a672fb7fb096f48dd0b1eüXin MaüPrincipal Cloud Engineer, eBay
705bfd07d06d35620de1ee452262e4beüAndreea FlorescuüSoftware Engineer, Amazon
705bfd07d06d35620de1ee452262e4beüSamuel OrtizüPrincipal Software Engineer, Intel
61992fa7e1f67013c2556356426d96a3üLiz RiceüTechnology Evangelist, Aqua Security
020e1f194350f947a76ce4509ec0ee82üEwan SlaterüCloud Architect, Oracle
978f002274d71f0287d2b94c914cdb39üGranville SchmidtüSite Reliability Lead, Aspen Mesh
b09d9888da26bc92c30d76e72f09bd09üCheryl HungüDirector of Ecosystem, CNCF
b09d9888da26bc92c30d76e72f09bd09üDan KohnüExecutive Director, Cloud Native Computing Foundation
b09d9888da26bc92c30d76e72f09bd09üTaylor CarpenterüPartner, Vulk Coop
7a601d32d991dd4bc53508657e54054düAdnan AbdulhusseinüSoftware Engineer, Bitnami
2eb9e33a3a72566cbc5eaea7827de796üNimesh BhatiaüProgram Director, IBM
2eb9e33a3a72566cbc5eaea7827de796üBrad TopolüDistinguished Engineer, IBM
2eb9e33a3a72566cbc5eaea7827de796üKhalid AhmedüDistinguished Engineer, IBM
2eb9e33a3a72566cbc5eaea7827de796üSahdev ZalaüSenior Software Engineer, IBM
64e4cdb7bc302ac9c27381175b3d515düErica von BuelowüSoftware Engineer, Red Hat
64e4cdb7bc302ac9c27381175b3d515düZhipeng HuangüPrinciple Engineer, Huawei
c71312d70960e64f9cdfabe8e490a651üSaad AliüSenior Software Engineer, Google
45cd7c0d23ae3b97933e757a4fd536e3üChris HogeüSenior Strategic Program Manager, OpenStack Foundation
45cd7c0d23ae3b97933e757a4fd536e3üAditi SharmaüSoftware Engineer, NEC
6296c1a48c61711f373663d2e9048b42üRichard HartmannüMonitoring Lead, SpaceNet
6296c1a48c61711f373663d2e9048b42üJulius VolzüCo-Founder, Prometheus
ff5406901fe9c7046eb004189bcaa380üMitch KelleyüSoftware Engineer, Solo.io
ff5406901fe9c7046eb004189bcaa380üIdit LevineüCEO, Solo.io
4ac87f412d15250898956657cd387c0aüJonathan Juares BeberüSRE, Onefootball GmbH
4ac87f412d15250898956657cd387c0aüRodrigo Del MonteüSRE, Onefootball GmbH
50ca11492045265d0b38fe2724b8d223üRohan SinghüLead Infrastructure Engineer, Hustle Inc
fe4653fef6970ddc36895396446fce27üAaron TeagueüSoftware Engineer, Supergiant
fe4653fef6970ddc36895396446fce27üClarke VennerbecküKubernetes Educator/Evangelist, Supergiant
bd50569f1e029dfedde2a401ae3a67e3üChris AniszczyküCTO/COO, Linux Foundation (CNCF)
bd50569f1e029dfedde2a401ae3a67e3üAlexis RichardsonüFounder & CEO, Weaveworks
bd50569f1e029dfedde2a401ae3a67e3üLiz RiceüTechnology Evangelist, Aqua Security
bd50569f1e029dfedde2a401ae3a67e3üJeff BrewerüVice President, Chief Architect of the Small Business and Self Employed Group, Intuit
bd50569f1e029dfedde2a401ae3a67e3üJoe BedaüPrincipal Engineer, VMware
079a9f5eb1ab0005b11c6e39f25412f8üVincent LesierseüTechnical Product Manager, Vamp.io
079a9f5eb1ab0005b11c6e39f25412f8üJörg SchadüHead of Machine Learning, ArangoDB
4e0f46ffb3d67f3b7a5cac6ea2ffa5a2üJustin Santa BarbaraüSoftware Engineer, Google
4e0f46ffb3d67f3b7a5cac6ea2ffa5a2üMike SplainüSenior DevOps Engineer, Sonos
cf755cf3ce2e30481d0c5c3318e96e75üTom WilkieüVP Product, Grafana Labs
b03427dd57c47b8e6455607c40464136üAbdul HalimüCloud Software Engineer, Intel
b03427dd57c47b8e6455607c40464136üDoug SmithüSenior Software Engineer, Red Hat
6a67e62b03975315c433cce7971d80d6üAna CalinüSystems Engineer, Paybase
29a844aba546e4393319fe0153f23e56üAlexandr TcherniakhovskiüSecurity Engineer, Google
29a844aba546e4393319fe0153f23e56üAndrew LytvynovüSoftware Engineer, Google
6fbb28379db5712b69a10db7766b35d1üLev RadomislenskyüSoftware Developer, Iguazio
453bcf8b33831ec1410cf76fef42e542üPierre MeunierüSenior Platform Engineer, Wealth Wizards
453bcf8b33831ec1410cf76fef42e542üDave ShepherdüSenior Platform Engineer, Wealth Wizards
4d78e238d04dcc82e7d4966415dff0f1üSteven RenüSenior Manager, VMware
c235ad44c28d9cff7e1fa5911348baeeüJessica DeenüSenior Cloud Advocate, Microsoft
c235ad44c28d9cff7e1fa5911348baeeüBridget KromhoutüPrincipal Cloud Advocate, Microsoft
268a8574b49f685c2a5d660d3b2ba67cüLisa-Marie NamphyüK8s user community manager / moderator, Portworx
268a8574b49f685c2a5d660d3b2ba67cüJoseph SandovalüSRE Manager, Adobe
268a8574b49f685c2a5d660d3b2ba67cüAllan NaimüSenior Manager, Google
268a8574b49f685c2a5d660d3b2ba67cüEric HanüProduct Manager, Portworx
268a8574b49f685c2a5d660d3b2ba67cüUmair MuftiüData Services Manager, DreamWorks Animation
5ba5c5efe4aaf9f538ed8a2df1611006üJames RawlingsüEngineer, Cloudbees
5ba5c5efe4aaf9f538ed8a2df1611006üChristie WilsonüSoftware Engineer 软件工程师, Google
65dd7c42f808f4b2b4fdf7309f436153üSarah ConwayüVP, Communications, The Linux Foundation
65dd7c42f808f4b2b4fdf7309f436153üDaniel IzquierdoüChief Data Officer, Bitergia, InnerSourceCommons community
65dd7c42f808f4b2b4fdf7309f436153üNicole HuesmanüCommunity and Developer Advocate, Independent
34fb3b4e57d447b31194130f447a5697üJeremy LewiüSenior Software Developer, Google
34fb3b4e57d447b31194130f447a5697üWillem PienaarüData Science Platform Lead, GO-JEK
df024bb574092e0e8e8c646520b29321üMo KhanüSoftware Engineer, Red Hat, Inc
df024bb574092e0e8e8c646520b29321üMatt RogersüSenior Software Engineer, Red Hat
627db62bbdb5706c496bb9f1966403e5üLachlan EvensonüPrincipal Program Manager, Microsoft
627db62bbdb5706c496bb9f1966403e5üStephen AugustusüSr. Cloud Native Architect, VMware
a54993b7d8d1bae0e471a13f89078b85üJeff SicaüResearch Database Administrator, University of Michigan
a54993b7d8d1bae0e471a13f89078b85üSebastian FloreküSoftware Engineer, Loodse
255a07de43026898a7b6e52520b16be6üOliver GouldüBuoyant, CTO
f5c4618a796fe2d12cfaf60cf615d01eüLouis-Etienne DorvalüLead Engineer, Ticketmaster
1da97936b3c19076f3ac38dfe4f02e50üWojciech TyczynskiüStaff Software Engineer, Google
1da97936b3c19076f3ac38dfe4f02e50üAndrzej WasylkowskiüEngineering Manager, Google
15b64717d8f1808d1e72a7cc5706f927üPhil EstesüDistinguished Engineer & CTO, Container Architecture Strategy, IBM Cloud
9b6dd91afedabf694a47035a653ff812üEvan GilmanüEngineer, Scytale
593052567f154c3097446b48895090ccüIvana YovchevaüOpen Source Developer, VMware
593052567f154c3097446b48895090ccüSimon PelczerüSoftware Engineer, LivePerson
0c8f37f939e6c2391f5f4ec9b92ae586üAnusha RagunathanüSenior Software Engineer, Docker
0c8f37f939e6c2391f5f4ec9b92ae586üJean RougeüSenior Software Engineer, Docker
8a4b58dfa7b44245a301b895b43853efüJuraci Paixão KröhlingüSoftware Engineer, Red Hat
8a4b58dfa7b44245a301b895b43853efüPrithvi RajüSoftware Engineer, Uber
99837d0d228b52c7a6d5966193017912üKilton HopkinsüCEO, Edgeworx
99837d0d228b52c7a6d5966193017912üDejan BosanacüSoftware Engineer, Red Hat
99837d0d228b52c7a6d5966193017912üSteven WongüOpen Source Community Relations Engineer, VMware
e0a72a59fe09bf47e776a8e9aefcfd07üDoug DavisüSTSM, IBM
e0a72a59fe09bf47e776a8e9aefcfd07üScott NicholsüSoftware Engineer 软件工程师, Google
4ae6cdefdcb71a4e0ae73a3e1c0ae0aaüPatrick LangüSenior Software Engineer, Microsoft
4ae6cdefdcb71a4e0ae73a3e1c0ae0aaüMichael MichaelüDirector of PM, VMware
32a07ade611c54429f34ed66905a7ac0üAmy ChenüSystems Software Engineer, VMware
32a07ade611c54429f34ed66905a7ac0üEryn MuetzelüDirector, Product Management, VMware
0d4d364a1fa4f58ce5e11e9169f1a0b8üJun ChenüSenior Software Engineer, Ant Financial
0d4d364a1fa4f58ce5e11e9169f1a0b8üLei ZhangüStaff Engineer, Alibaba
c8088b1eb8fb29d884fb8aee5bd93933üAlexander MatyushentsevüPrinciple Software Engineer, Intuit
c8088b1eb8fb29d884fb8aee5bd93933üDanny ThomsonüSoftware Engineer 2, Intuit
de68b653ac0aea50ad520a546324920füAustin LamonüProduct Manager, Spotify
de68b653ac0aea50ad520a546324920füDave ZolotuskyüSoftware Engineer, Spotify
d8b8004e32002a5dc15ab19094365a92üYaron HavivüCTO, Iguazio
d8b8004e32002a5dc15ab19094365a92üMaulin PatelüProduct Manager, Google
903202ccbcc8dccbe6d415c97d005e4eüRadu MateiüSoftware Engineer, Microsoft
75792d5b2d0f4f2479967150c7e937d5üAntoine LegrandüSoftware Engineering Manager, Red Hat
75792d5b2d0f4f2479967150c7e937d5üMatthew MosesohnüSenior Devops Engineer, Progmatic Lab
ba29f747aa243489abb8063e1f15d5e0üTim PepperüOpen Source Engineer, VMware
b5f5aa6d6753ab393fe4913dd47d35afüDan KozlowskiüLead Engineer, PlanetScale
b5f5aa6d6753ab393fe4913dd47d35afüJiten VaidyaüCEO, PlanetScale
52f3f3b3f763f7a4e11e6b1c78ecb59cüRastislav SzaboüStaff Enginner, PANTHEON.tech
d57f2a06b7aab52ca2cd88019ac3aeeeüGregory HaynesüOpen Source Cloud Software Engineer, IBM
aabb645a3e7daf1233dfa91b62957508üChris HogeüSenior Strategic Program Manager, OpenStack Foundation
aabb645a3e7daf1233dfa91b62957508üFabio RapposelliüStaff Software Engineer, VMware
7206d5d6450175157ee7c4ff5edd0d95üAsh NarkarüSoftware Engineer, Styra Inc.
e8deeb70a46e5f7aecbe8fe53aac5999üErwin van EyküSoftware Engineer, Platform9
95ec97607768496eb449b84f6d9e498cüAlex LeongüSoftware Engineer, Buoyant
4eb22c6d09bff25e23e73a0d6a702d28üJussi NummelinüDeveloper Advocate, Kontena Inc.
84169975ed4246e035f19bc0e9a4bb7büSachin ManpathaküTechnical Lead, Platform9
84169975ed4246e035f19bc0e9a4bb7büFlavius MeceaüSoftware Engineer, Presslabs
f033a54420564d622024db00bc4e9c3düChristoph BleckerüSenior Site Reliability Engineer, Red Hat
f033a54420564d622024db00bc4e9c3düErick FejtaüStaff Software Engineer, Google
b1cb9a50d3c19eeeefe7dc6e7031cbd5üMaria NtallaüEngineering Manager, Pivotal
05b12162156c021666c7b5dea7d5e744üIlan FilonenkoüSoftware Engineer, Bloomberg
e727a4d0ec598dc2f225f38fef7b4040üSławomir ChyłeküSoftware Engineer, Google
e727a4d0ec598dc2f225f38fef7b4040üAleksandra MalinowskaüSoftware Engineer, Google
1fc577b5e246313f9fedaea18ce31d23üCindy XingüSenior Cloud Software Architect 高级云软件架构师, Futurewei
dc3ef3812a87d0409e3df180af3ae014üJonathan PerryüCEO / Co-founder, Flowmill, Inc.
2f892848ace88f6f608f9eebd976bb9düShyam JeediguntaüSoftware Engineer, Amazon
2f892848ace88f6f608f9eebd976bb9düYassine TIJANIüMember of Technical Staff, VMware
e52a4da9876034253711f5a05907bb18üEric LinüSenior Software Engineer, Alibaba
970be4fe328e443ecc841ded5b0f6fdaüAnubhav MishraüDeveloper Advocate, HashiCorp
970be4fe328e443ecc841ded5b0f6fdaüRita ZhangüPrincipal Software Engineer, Microsoft
78e9febc060209d6d05394d6b991d038üYing Chun GuoüSoftware Engineer, IBM
78e9febc060209d6d05394d6b991d038üShaojun DingüSoftware Engineer, IBM
943f9083d40347b392bac34ed6133c99üJohn JoyceüPrincipal Engineer, Cisco Systems
943f9083d40347b392bac34ed6133c99üTim SwansonüSenior Technical Leader, Cisco
a47afd9fdc56ba10640e231dc88ad84düMike BrownüContainerd Maintainer, IBM
a47afd9fdc56ba10640e231dc88ad84düWei FuüSoftware Engineer, Alibaba
553fada275c50f921e6f27623b29ed1büRael Garcia ArnesüSite Reliability Engineer, CAPSiDE
553fada275c50f921e6f27623b29ed1büZach CorleissenüLead Technical Writer, Linux Foundation
1e147c41e7c26236447f03e5585027abüTim HockinüPrincipal Software Engineer, Google
1835bec967c9728bf92d3ffcb09cfc08üAaron CrickenbergerüSenior Test Engineer, Google
1835bec967c9728bf92d3ffcb09cfc08üWilliam DennissüProduct Manager, Google
1835bec967c9728bf92d3ffcb09cfc08üHippie HackerüSoftware Engineer, ii.coop
1835bec967c9728bf92d3ffcb09cfc08üDan KohnüExecutive Director, Cloud Native Computing Foundation
d1577ac91b685ec539c45c607debcb31üMaru NewbyüSoftware Developer, Red Hat
d1577ac91b685ec539c45c607debcb31üIrfan Ur RehmanüSenior Engineer, Huawei
4442e3011f8a7243be99f831e321d1acüQuinton HooleüTechnical Vice President, Futurewei
4442e3011f8a7243be99f831e321d1acüIrene ZhangüResearcher, Microsoft Research & University of Washington
cad2ad7d110b35859be3ea487d11d3e3üArnaud CaronüCloud Transformation Portfolio Manager, Mediakind
cad2ad7d110b35859be3ea487d11d3e3üJerome ChampetierüSenior Technology Architect, Mediakind
3ad948679243c5b1a4be92206089cd31üJosh HoaküSoftware Engineer, Google
3ad948679243c5b1a4be92206089cd31üKobi MagneziüProduct Manager, Google
f369a27979d02f3508f1893d44c53bdaüAaron CrickenbergerüSenior Test Engineer, Google
f369a27979d02f3508f1893d44c53bdaüRithu LeenaüSenior Software Engineer, Lyft
f369a27979d02f3508f1893d44c53bdaüAshley McNamaraüCloud Developer Advocate, Microsoft
f369a27979d02f3508f1893d44c53bdaüStephen AugustusüSr. Cloud Native Architect, VMware
f369a27979d02f3508f1893d44c53bdaüNoah KantrowitzüInfrastructure Team Lead, Ridecell
6e1968a7e53281c1ae2355b989f1eea2ü(Haining Henry) ZhangüTechnical Director, VMware
6e1968a7e53281c1ae2355b989f1eea2üYang YuüSoftware Engineer, VMware
2a0ec4e5cd11b9b783deb72d366fd3e0üDavid EadsüSenior Principal Software Engineer, Red Hat
2a0ec4e5cd11b9b783deb72d366fd3e0üDaniel SmithüStaff Software Engineer, Google
481401f047514427bcba04951bbbe5f7üMatt FisherüSoftware Engineer, Microsoft
481401f047514427bcba04951bbbe5f7üAdam ReeseüSoftware Engineer, Microsoft
31b6d1cf5eef71fdcad72091c4a01962üBabak SalamatüStaff Software Engineer, Google
80bd26a1d99a213b1dad4c0a4d3aeeddüDavid KaltschmidtüDirector of UX, Grafana Labs
4eccbf68c65585f1d2dc829f99785265üBowei DuüStaff Software Engineer, Google
4eccbf68c65585f1d2dc829f99785265üLaurent BernailleüStaff Engineer, Datadog
60817f5d389f543ce6573b3022c494a4üEran YanayüTeam Lead, Twistlock
db7b4ff3e205707eb107362e18e60d19üDaniel FeldmanüSoftware Engineer, Scytale
db7b4ff3e205707eb107362e18e60d19üTyler JulianüSecurity Engineer, Uber
baf0c69570a40a6ea3f67b9d00db5af2üAlex GliksonüSenior Cloud Research Architect, Carnegie Mellon University
879ba9ef0a5bad7a83b31c75eb854be5üMatt TurnerüCTO, Native Wave
